player,team,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,5_9_ft_fga,5_9_ft_fgpct,10_14_ft_fgm,10_14_ft_fga,10_14_ft_fgpct,15_19_ft_fgm,15_19_ft_fga,15_19_ft_fgpct,20_24_ft_fgm,20_24_ft_fga,20_24_ft_fgpct,25_29_ft_fgm,25_29_ft_fga,25_29_ft_fgpct
A.J. Lawson,TOR,24,0.5,0.8,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,1.0,50.0
AJ Green,MIL,25,0.1,0.2,60.0,0.0,0.1,25.0,0.1,0.1,66.7,0.2,0.5,40.9,1.0,2.0,49.5,1.1,3.1,36.7
AJ Johnson,WAS,20,0.6,1.4,42.9,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,100,0.2,0.7,33.3
Aaron Gordon,DEN,29,2.7,4.4,61.4,0.2,0.7,21.7,0.3,0.5,53.3,0.1,0.3,40.0,0.6,1.4,42.2,0.5,1.3,40.9
Aaron Holiday,HOU,28,0.3,0.5,68.4,0.2,0.5,44.4,0.1,0.2,37.5,0.2,0.3,46.2,0.4,0.8,48.5,0.5,1.7,30.4
Aaron Nesmith,IND,25,1.1,1.6,70.0,0.3,0.7,42.9,0.2,0.5,33.3,0.1,0.2,33.3,0.4,1.1,40.0,0.6,1.7,36.4
Aaron Wiggins,OKC,26,2.3,3.3,68.9,0.3,0.8,31.8,0.1,0.3,50.0,0.1,0.1,50.0,0.7,1.9,38.1,0.8,2.2,37.8
Adam Flagler,OKC,25,0.1,0.1,50.0,0.0,0.2,0.0,0.2,0.2,100,0.1,0.3,33.3,0.1,0.7,7.7,0.3,1.6,19.4
Adama Sanogo,CHI,23,1.0,1.7,60.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adem Bona,PHI,21,1.0,1.4,71.7,0.1,0.2,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajay Mitchell,OKC,22,1.2,1.9,64.1,0.3,1.0,33.3,0.3,0.3,81.8,0.0,0.1,25.0,0.2,0.7,34.8,0.4,0.9,46.7
Al Horford,BOS,38,0.8,1.4,59.0,0.3,0.5,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,36.0,1.0,2.9,35.4
Alec Burks,MIA,33,0.2,0.5,40.0,0.1,0.3,33.3,0.1,0.1,50.0,0.1,0.3,42.9,0.8,2.1,40.3,0.6,1.2,48.6
Alex Caruso,OKC,30,1.2,2.0,59.1,0.0,0.1,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.6,1.6,35.2,0.6,1.8,31.7
Alex Ducas,OKC,24,0.1,0.2,33.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,33.3,0.3,0.5,50.0
Alex Len,LAL,31,0.4,0.6,63.6,0.2,0.4,61.5,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,50.0
Alex Sarr,WAS,19,1.9,3.0,62.8,0.6,2.2,26.9,0.2,0.8,30.3,0.2,0.4,52.9,0.4,1.2,33.3,1.1,3.6,30.3
Alperen Sengun,HOU,22,4.5,7.8,58.0,1.3,3.2,40.7,1.0,2.2,47.8,0.3,0.6,42.4,0.1,0.3,25.0,0.3,1.2,22.2
Amen Thompson,HOU,22,3.8,5.6,67.9,0.6,1.3,43.7,0.4,0.8,45.2,0.2,0.6,36.7,0.3,1.1,32.1,0.0,0.3,6.3
Amir Coffey,LAC,27,1.2,2.0,58.1,0.3,0.6,45.2,0.3,0.7,47.2,0.2,0.5,41.4,0.8,1.7,44.4,0.8,1.9,43.0
Andre Drummond,PHI,31,2.4,4.2,58.1,0.3,0.7,43.5,0.1,0.2,28.6,0.0,0.0,0.0,0.0,0.2,14.3,0.0,0.1,0.0
Andre Jackson Jr.,MIL,23,0.9,1.4,63.9,0.1,0.4,15.8,0.1,0.2,40.0,0.0,0.1,50.0,0.3,0.8,37.2,0.2,0.5,44.0
Andrew Nembhard,IND,25,1.6,2.2,73.5,0.4,0.9,42.9,0.6,1.6,40.7,0.4,1.1,35.9,0.4,1.2,36.4,0.4,1.3,31.3
Andrew Wiggins,MIA,29,2.3,4.0,56.8,1.1,2.3,47.2,0.2,0.5,36.0,0.2,0.9,26.8,0.8,1.8,43.2,1.5,4.2,34.7
Anfernee Simons,POR,25,1.7,3.1,55.3,0.7,1.7,40.4,0.5,1.4,36.5,0.5,0.9,56.5,0.9,1.9,44.6,2.1,5.7,36.9
Anthony Black,ORL,21,1.8,3.1,56.2,0.5,1.2,40.3,0.1,0.5,26.9,0.1,0.4,23.8,0.4,1.1,35.5,0.3,1.2,26.2
Anthony Davis,DAL,31,5.3,7.5,70.6,1.6,3.5,44.4,0.7,2.0,36.8,1.0,2.2,46.3,0.3,1.0,29.5,0.6,1.8,34.2
Anthony Edwards,MIN,23,3.0,5.1,58.3,0.8,1.9,41.9,0.5,1.7,29.3,0.5,1.4,37.7,1.8,4.4,40.2,2.6,6.3,41.3
Anthony Gill,WAS,32,0.3,0.4,64.3,0.3,0.5,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,30.0,0.1,0.2,33.3
Antonio Reeves,NOP,22,0.7,1.2,58.6,0.2,0.5,36.4,0.0,0.1,50.0,0.0,0.1,50.0,0.2,1.1,22.2,0.4,1.0,38.5
Ariel Hukporti,NYK,22,0.5,0.8,72.2,0.1,0.3,40.0,0.1,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armel Traore,LAL,22,0.7,1.2,54.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0
Ausar Thompson,DET,22,3.4,4.9,67.9,0.2,0.9,23.3,0.1,0.3,20.0,0.0,0.1,33.3,0.1,0.5,16.7,0.1,0.4,30.8
Austin Reaves,LAL,26,2.0,3.0,67.1,0.9,2.0,45.5,0.5,1.3,41.3,0.2,0.5,42.3,0.6,1.3,47.6,1.9,5.5,34.6
Ayo Dosunmu,CHI,25,2.8,4.3,65.1,0.5,1.1,50.0,0.1,0.2,36.4,0.0,0.0,0.0,0.7,2.2,33.7,0.7,2.0,33.3
Bam Adebayo,MIA,27,2.7,3.9,69.2,1.3,3.3,39.0,1.3,2.9,43.6,0.5,1.0,51.9,0.3,1.0,33.3,0.4,1.6,26.2
Baylor Scheierman,BOS,24,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,100,0.0,0.6,0.0,0.0,0.6,0.0
Ben Sheppard,IND,23,0.8,1.2,63.8,0.0,0.2,14.3,0.1,0.2,42.9,0.0,0.0,100,0.9,2.5,36.4,0.4,1.0,37.5
Ben Simmons,LAC,28,1.9,3.0,63.5,0.9,1.9,49.2,0.1,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennedict Mathurin,IND,22,3.2,4.9,65.0,0.6,1.4,42.7,0.3,0.7,38.9,0.2,0.6,37.9,0.5,1.6,29.8,1.1,2.9,37.3
Bilal Coulibaly,WAS,20,2.4,3.5,68.5,0.4,1.5,29.7,0.3,0.9,30.4,0.2,0.8,25.6,0.4,1.2,31.7,0.7,2.7,27.0
Bismack Biyombo,SAS,32,2.5,3.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Wesley,SAS,21,1.0,1.6,64.0,0.0,0.2,20.0,0.0,0.1,0.0,0.0,0.1,33.3,0.1,0.3,20.0,0.1,0.4,21.4
Bobby Portis,MIL,30,1.8,2.9,63.2,0.9,1.9,47.7,0.7,1.6,40.5,0.7,1.5,42.3,0.7,1.7,39.2,0.9,2.4,36.4
Bobi Klintman,DET,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Bogdan Bogdanović,LAC,32,0.9,1.7,55.6,0.2,0.5,42.9,0.2,0.5,35.7,0.1,0.1,100,0.9,2.7,31.5,1.2,3.6,33.3
Bol Bol,PHX,25,0.4,0.7,61.5,0.5,0.6,90.0,0.3,0.6,54.5,0.4,0.6,70.0,0.3,1.4,24.0,0.5,1.4,36.0
Bones Hyland,LAC,24,0.5,0.9,55.6,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.5,44.4,0.4,0.7,50.0,1.2,3.2,37.5
Bradley Beal,PHX,31,2.2,3.3,67.2,0.9,1.6,55.9,0.8,1.7,50.8,0.6,1.4,40.4,1.2,2.8,41.9,1.0,2.6,37.8
Branden Carlson,OKC,25,0.2,0.2,100,0.1,0.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,30.8,0.6,1.0,55.6
Brandin Podziemski,GSW,21,1.2,2.0,59.5,0.5,1.0,50.0,0.5,1.0,53.7,0.2,0.5,43.5,0.4,1.1,34.0,1.0,3.0,31.8
Brandon Boston,NOP,23,1.6,2.6,59.5,0.1,0.5,25.0,0.4,1.1,35.6,0.6,1.2,52.1,0.5,1.5,30.6,0.8,2.2,37.6
Brandon Clarke,MEM,28,2.6,3.2,80.8,0.6,1.5,42.1,0.3,0.8,39.0,0.0,0.0,0.0,0.0,0.3,6.7,0.0,0.0,0.0
Brandon Ingram,TOR,27,2.2,3.1,70.9,0.6,1.9,31.4,1.7,3.2,54.4,1.5,3.5,42.9,0.7,1.7,38.7,1.9,5.1,38.5
Brandon Miller,CHA,22,1.8,2.7,66.7,0.9,2.3,39.3,0.6,1.5,42.5,0.2,0.9,21.7,0.6,1.8,31.3,3.1,8.4,37.3
Brandon Williams,DAL,25,0.6,1.3,47.8,0.1,0.3,40.0,0.1,0.1,100,0.1,0.1,100,0.2,0.6,30.0,0.4,0.7,50.0
Brice Sensabaugh,UTA,21,0.6,0.9,71.8,0.5,1.0,55.8,0.3,0.8,42.4,0.1,0.1,60.0,0.8,2.0,40.9,0.8,2.4,32.7
Bronny James,LAL,20,0.1,0.3,40.0,0.0,0.3,0.0,0.2,0.4,50.0,0.0,0.3,0.0,0.1,0.4,20.0,0.1,0.5,25.0
Brook Lopez,MIL,36,1.8,2.5,71.3,0.5,0.9,53.1,0.4,0.9,40.4,0.1,0.3,40.0,0.3,0.7,48.6,1.5,4.1,36.5
Bruce Brown,NOP,28,1.5,2.7,57.1,0.4,1.2,34.6,0.4,1.1,34.8,0.0,0.1,50.0,0.5,1.2,38.5,0.1,0.8,12.5
Bruno Fernando,TOR,26,1.4,2.1,63.9,0.2,0.6,33.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce McGowens,POR,22,0.3,0.4,66.7,0.2,0.2,100,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Bub Carrington,WAS,19,0.6,1.1,51.6,0.2,0.5,33.3,0.4,0.8,57.1,0.4,0.8,45.5,0.6,1.5,39.8,1.1,3.3,34.3
Buddy Hield,GSW,32,1.1,1.8,61.4,0.2,0.6,36.4,0.2,0.3,52.9,0.1,0.4,30.0,0.9,2.4,37.1,1.7,4.7,37.0
CJ McCollum,NOP,33,2.5,4.2,59.9,1.2,2.3,50.5,1.0,2.3,42.7,0.5,1.1,43.5,1.0,2.7,38.1,2.2,5.8,37.9
Cade Cunningham,DET,23,3.6,6.5,55.7,1.9,4.2,46.5,1.1,2.3,48.7,0.5,1.4,39.1,0.5,1.1,39.7,1.8,5.1,35.7
Caleb Houstan,ORL,22,0.0,0.1,20.0,0.0,0.1,33.3,0.1,0.1,50.0,0.0,0.0,100,0.3,1.2,27.3,0.5,1.3,35.4
Caleb Martin,DAL,29,1.2,2.1,55.4,0.3,0.7,40.9,0.4,0.7,55.0,0.1,0.5,25.0,1.0,2.1,46.2,0.4,1.4,26.2
Cam Christie,LAC,19,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.3,1.0,33.3
Cam Reddish,LAL,25,0.7,1.1,66.7,0.1,0.2,40.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.9,35.7,0.1,0.6,16.7
Cam Spencer,MEM,24,0.4,0.6,66.7,0.3,0.4,75.0,0.1,0.3,33.3,0.0,0.1,0.0,0.3,0.7,42.9,0.2,1.0,22.2
Cam Thomas,BKN,23,1.8,3.5,52.2,0.9,1.9,48.6,1.2,2.4,50.0,1.1,1.8,58.8,0.7,2.6,26.5,2.2,5.2,41.4
Cam Whitmore,HOU,20,1.7,2.9,58.7,0.3,1.0,27.8,0.1,0.2,50.0,0.1,0.3,45.5,0.6,1.5,42.3,0.8,2.9,27.2
Cameron Johnson,BKN,28,2.1,3.0,69.4,0.5,0.8,60.6,0.3,0.8,38.7,0.3,0.8,40.0,1.1,2.4,45.4,1.9,4.9,39.0
Cameron Payne,NYK,30,0.6,1.2,50.8,0.4,0.7,54.1,0.2,0.4,44.4,0.0,0.1,20.0,0.4,0.9,38.3,1.0,2.7,37.0
Caris LeVert,ATL,30,1.7,3.0,58.1,0.3,0.5,55.0,0.2,0.5,30.4,0.0,0.1,16.7,0.8,2.0,40.2,0.8,2.0,39.3
Cason Wallace,OKC,21,1.5,2.4,63.7,0.3,0.8,30.8,0.1,0.4,41.2,0.1,0.1,42.9,0.5,1.7,30.4,0.5,1.3,38.1
Charles Bassey,SAS,24,1.9,2.9,64.4,0.2,0.6,43.8,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chet Holmgren,OKC,22,2.9,4.4,66.1,0.3,1.2,23.5,0.4,1.1,37.5,0.2,0.3,75.0,0.5,1.1,43.8,0.8,2.4,33.3
Chris Boucher,TOR,32,1.8,2.6,68.6,0.2,0.4,38.9,0.2,0.4,47.1,0.1,0.2,62.5,0.7,1.9,38.9,0.6,2.0,32.6
Chris Duarte,CHI,27,0.3,0.5,55.6,0.1,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,66.7,0.3,0.8,33.3
Chris Livingston,MIL,21,0.4,0.8,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Chris Paul,SAS,39,0.2,0.3,75.0,0.1,0.3,41.2,0.4,0.8,46.5,0.6,1.0,53.6,0.5,1.5,35.4,1.2,3.4,36.6
Christian Braun,DEN,23,4.2,5.9,71.1,0.4,0.9,40.0,0.1,0.3,50.0,0.0,0.1,25.0,0.6,1.5,39.5,0.5,1.4,35.4
Christian Koloko,LAL,24,0.9,1.1,81.3,0.0,0.3,12.5,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0
Clint Capela,ATL,30,3.5,5.6,62.9,0.6,1.5,38.2,0.1,0.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coby White,CHI,25,2.1,3.6,59.7,0.5,1.1,43.4,0.4,0.8,43.9,0.1,0.4,20.0,0.9,2.4,37.6,1.9,5.3,36.4
Cody Martin,PHX,29,1.4,2.1,66.3,0.1,0.3,38.5,0.2,0.6,29.2,0.2,0.4,37.5,0.7,2.0,36.4,0.4,1.4,27.3
Cody Williams,UTA,20,0.4,0.9,46.4,0.3,0.6,47.4,0.0,0.3,0.0,0.0,0.2,20.0,0.3,1.5,22.7,0.2,0.8,24.0
Colby Jones,WAS,22,0.1,0.1,66.7,0.2,0.4,37.5,0.0,0.1,0.0,0.1,0.2,66.7,0.1,0.2,33.3,0.2,0.4,42.9
Cole Anthony,ORL,24,1.0,1.6,60.9,0.8,1.6,51.9,0.5,1.4,34.3,0.3,0.6,44.0,0.3,0.8,36.4,0.7,2.2,32.2
Colin Castleton,MEM,24,0.2,0.4,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
Collin Gillespie,PHX,25,0.9,1.0,85.7,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.5,33.3,0.3,0.3,100,0.1,0.6,25.0
Collin Sexton,UTA,26,2.2,3.8,58.3,1.4,3.0,47.4,0.7,1.4,51.6,0.2,0.7,36.7,0.7,1.8,39.0,1.2,2.8,41.2
Corey Kispert,WAS,25,1.7,2.5,66.1,0.5,1.0,48.0,0.2,0.4,44.4,0.0,0.0,0.0,0.5,1.4,36.8,1.5,3.9,38.6
Cory Joseph,ORL,33,0.1,0.2,28.6,0.1,0.2,50.0,0.1,0.2,40.0,0.1,0.1,100,0.2,0.4,38.5,0.3,0.9,32.1
Craig Porter Jr.,CLE,24,0.8,1.0,82.4,0.1,0.3,25.0,0.0,0.2,16.7,0.0,0.1,25.0,0.2,0.3,63.6,0.2,0.5,43.8
D'Angelo Russell,BKN,28,1.2,1.9,60.9,0.6,1.3,45.9,0.5,1.2,41.8,0.2,0.5,32.0,0.3,1.0,26.1,1.7,4.9,34.7
D.J. Carton,TOR,24,0.3,0.5,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0
DaQuan Jeffries,CHA,27,0.7,1.2,57.7,0.3,0.6,46.2,0.0,0.1,50.0,0.0,0.0,100,0.4,1.1,33.3,0.5,1.6,28.6
Daeqwon Plowden,ATL,26,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,80.0,1.0,1.5,66.7
Daishen Nix,MIN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Dalano Banton,POR,25,1.5,2.9,50.4,0.2,0.7,26.7,0.1,0.3,35.7,0.1,0.2,44.4,0.4,1.1,39.1,0.8,2.2,36.5
Dalen Terry,CHI,22,0.9,1.5,57.5,0.1,0.4,33.3,0.0,0.0,0.0,0.0,0.1,33.3,0.3,0.7,37.5,0.2,0.5,32.0
Dalton Knecht,LAL,23,1.2,1.7,69.4,0.1,0.4,38.9,0.3,0.4,59.1,0.2,0.3,53.3,0.8,1.8,42.9,0.8,2.6,32.1
Damian Lillard,MIL,34,2.4,4.0,58.8,0.3,1.0,33.3,0.5,0.9,53.7,1.0,2.1,46.2,0.8,1.7,49.4,2.7,7.0,38.2
Damion Baugh,CHA,24,2.0,2.0,100,1.5,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100,1.0,2.5,40.0
Damion Lee,PHX,32,0.4,0.6,62.5,0.3,0.6,44.4,0.3,0.4,60.0,0.0,0.3,0.0,0.2,0.9,25.0,0.1,0.8,16.7
Daniel Gafford,DAL,26,4.4,6.0,73.4,0.5,1.0,51.0,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,NOP,32,0.9,1.5,62.5,0.2,0.5,44.4,0.2,0.4,50.0,0.0,0.1,50.0,0.1,0.3,16.7,0.2,0.6,29.2
Daniss Jenkins,DET,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0
Danté Exum,DAL,29,2.3,3.9,58.1,0.4,0.9,42.9,0.1,0.3,50.0,0.0,0.0,0.0,0.6,1.0,62.5,0.6,1.8,35.7
Dario Šarić,DEN,30,0.7,1.6,45.5,0.1,0.4,20.0,0.0,0.1,0.0,0.1,0.1,100,0.2,0.5,50.0,0.2,1.4,15.8
Dariq Whitehead,BKN,20,0.0,0.1,0.0,0.2,0.4,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.8,40.0,1.5,2.7,56.3
Darius Garland,CLE,25,2.1,3.4,61.0,1.0,2.1,48.7,1.2,1.9,65.0,0.3,1.0,30.8,0.8,2.0,39.3,2.1,4.8,42.9
David Duke Jr.,SAS,25,0.7,1.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
David Roddy,PHI,23,0.7,1.2,60.6,0.4,0.7,50.0,0.0,0.1,50.0,0.0,0.0,0.0,0.3,0.7,42.1,0.3,1.0,30.8
Davion Mitchell,MIA,26,1.1,1.9,57.1,0.4,0.6,58.6,0.0,0.3,7.7,0.1,0.2,37.5,0.2,0.8,23.1,0.8,1.9,43.3
Day'Ron Sharpe,BKN,23,2.6,4.2,61.4,0.4,1.0,36.4,0.1,0.2,42.9,0.0,0.1,50.0,0.2,0.5,40.0,0.1,0.6,15.0
De'Aaron Fox,SAS,27,3.2,4.7,67.2,1.7,3.4,49.4,1.3,2.6,48.5,0.7,1.8,38.5,0.9,2.2,43.0,1.3,4.4,30.1
De'Andre Hunter,CLE,27,1.6,2.7,60.0,0.7,1.7,42.0,0.4,1.0,42.9,0.5,0.8,57.6,1.2,3.0,40.5,1.6,3.7,42.1
De'Anthony Melton,BKN,26,1.0,1.8,54.5,0.5,1.0,50.0,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1.8,45.5,1.3,4.0,33.3
DeAndre Jordan,DEN,36,1.5,2.1,70.5,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,SAC,35,1.5,2.1,71.7,1.0,2.0,51.0,2.1,4.1,51.4,1.9,4.2,44.4,1.2,2.7,43.5,0.5,1.4,35.2
Dean Wade,CLE,28,0.6,0.8,75.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.4,36.5,0.6,1.8,31.8
Deandre Ayton,POR,26,3.8,5.3,71.7,1.0,1.9,51.3,0.9,1.8,47.9,0.9,1.8,47.9,0.1,0.7,11.1,0.1,0.3,27.3
Dejounte Murray,NOP,28,2.0,3.8,53.8,0.7,1.8,36.8,1.2,2.7,43.5,0.6,1.8,35.1,0.6,1.8,33.3,1.1,3.8,28.6
Delon Wright,NYK,32,0.3,0.6,50.0,0.0,0.4,8.3,0.0,0.1,25.0,0.0,0.0,0.0,0.3,0.7,42.1,0.1,1.1,12.9
Deni Avdija,POR,24,2.7,4.4,61.9,0.4,1.1,36.7,0.1,0.3,35.3,0.1,0.2,50.0,0.4,1.6,26.5,1.1,2.8,39.3
Dennis Schröder,DET,31,1.3,2.6,49.6,0.4,1.1,36.8,0.6,1.3,47.1,0.5,1.3,43.1,0.6,1.3,47.1,1.3,3.9,33.3
Dereck Lively II,DAL,21,3.2,4.2,74.8,0.7,1.2,57.9,0.0,0.1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Jones Jr.,LAC,28,2.7,4.1,66.5,0.3,0.9,30.4,0.1,0.2,55.6,0.1,0.1,50.0,0.6,1.7,34.8,0.4,1.1,40.4
Derrick White,BOS,30,1.2,1.8,67.0,0.5,1.0,54.9,0.3,0.5,53.8,0.2,0.3,47.1,0.9,2.1,42.2,2.4,6.5,36.1
Desmond Bane,MEM,26,3.0,4.4,67.2,0.7,1.6,43.2,0.4,1.1,38.0,0.2,0.6,42.3,1.0,2.1,45.7,1.5,3.9,38.3
Devin Booker,PHX,28,2.0,3.2,62.2,0.8,1.9,40.0,1.7,3.1,54.9,1.2,2.5,48.0,0.9,2.2,40.6,1.9,5.7,32.6
Devin Carter,SAC,22,0.4,0.9,46.7,0.1,0.5,12.5,0.1,0.4,33.3,0.1,0.1,100,0.2,0.6,27.3,0.3,1.1,26.3
Devin Vassell,SAS,24,1.7,2.9,59.3,0.2,0.5,33.3,0.9,1.9,44.7,0.8,1.8,45.8,1.2,2.7,43.0,1.2,3.7,31.5
Dillon Brooks,HOU,29,1.0,2.1,50.0,0.5,1.2,43.9,0.6,1.5,36.6,0.2,0.6,34.4,1.1,2.5,44.8,1.3,3.6,37.2
Dillon Jones,OKC,23,0.4,0.8,55.6,0.1,0.2,40.0,0.1,0.2,33.3,0.0,0.0,0.0,0.1,0.5,16.7,0.2,0.9,22.6
Domantas Sabonis,SAC,28,5.7,8.1,71.2,0.6,1.6,39.1,0.2,0.5,45.8,0.3,0.7,42.9,0.2,0.5,40.0,0.9,2.0,45.7
Dominick Barlow,ATL,21,0.8,1.2,65.0,0.1,0.3,25.0,0.1,0.5,25.0,0.1,0.1,100,0.2,0.6,36.4,0.1,0.1,50.0
Donovan Clingan,POR,20,2.1,3.4,62.0,0.1,0.3,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.1,0.4,27.8
Donovan Mitchell,CLE,28,2.2,3.8,59.0,1.1,2.0,53.3,0.7,1.4,47.3,0.6,1.4,42.1,1.3,3.1,41.1,2.5,6.5,38.9
Donte DiVincenzo,MIN,28,0.8,1.6,51.6,0.2,0.5,44.4,0.1,0.2,33.3,0.0,0.0,0.0,0.9,2.3,37.4,1.7,4.4,37.9
Dorian Finney-Smith,LAL,31,1.1,1.7,63.6,0.1,0.2,25.0,0.1,0.1,40.0,0.0,0.0,0.0,1.0,2.4,41.3,1.0,2.3,43.3
