id,player,Age,Pos,Games,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_2024_25,salary_2025_26,salary_2026_27,salary_2027_28,salary_2028_29,salary_2029_30,salary_guaranteed,salary_years,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,fga_5_9_ft,5_9_ft_fgpct,10_14_ft_fgm,fga_10_14_ft,10_14_ft_fgpct,15_19_ft_fgm,fga_15_19_ft,15_19_ft_fgpct,20_24_ft_fgm,fga_20_24_ft,20_24_ft_fgpct,25_29_ft_fgm,fga_25_29_ft,25_29_ft_fgpct,team
141,Dillon Jones,23.0,SF,36.0,0.0,9.0,0.8,2.4,0.333,0.3,1.3,0.208,0.5,1.1,0.487,0.391,0.3,0.6,0.55,0.6,1.4,2.0,1.0,0.2,0.1,0.4,1.0,2.2,324.0,2622360.0,2753280.0,2884440.0,5200646.0,,,5375640.0,4.0,23.0,0.4,0.8,55.6,0.1,0.2,40.0,0.1,0.2,33.3,0.0,0.0,0.0,0.1,0.5,16.7,0.2,0.9,22.6,OKC
142,Domantas Sabonis,28.0,C,53.0,53.0,36.1,8.0,13.3,0.6,1.1,2.4,0.452,6.9,10.9,0.633,0.641,3.3,4.4,0.749,4.1,10.5,14.6,6.3,0.6,0.4,3.0,3.5,20.3,26.0,40500000.0,43636000.0,46772000.0,49908000.0,,,180816000.0,4.0,28.0,5.7,8.1,71.2,0.6,1.6,39.1,0.2,0.5,45.8,0.3,0.7,42.9,0.2,0.5,40.0,0.9,2.0,45.7,SAC
143,Dominick Barlow,21.0,SF,17.0,2.0,8.1,1.3,2.7,0.478,0.3,0.8,0.385,1.0,1.9,0.515,0.533,0.2,0.5,0.5,0.5,1.2,1.6,0.2,0.2,0.4,0.1,0.7,3.1,,,,,,,,,,21.0,0.8,1.2,65.0,0.1,0.3,25.0,0.1,0.5,25.0,0.1,0.1,100.0,0.2,0.6,36.4,0.1,0.1,50.0,ATL
144,Donovan Clingan,20.0,C,43.0,13.0,16.4,2.4,4.2,0.56,0.2,0.5,0.304,2.2,3.7,0.597,0.58,0.7,1.1,0.681,2.7,4.0,6.7,0.7,0.4,1.6,1.2,2.7,5.7,212.0,6836400.0,7178400.0,7519920.0,9550298.0,,,14014800.0,4.0,20.0,2.1,3.4,62.0,0.1,0.3,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.1,0.4,27.8,POR
145,Donovan Mitchell,28.0,SG,54.0,54.0,31.2,8.5,18.6,0.456,3.6,9.2,0.396,4.9,9.5,0.514,0.553,3.6,4.4,0.818,0.7,3.6,4.3,4.8,1.4,0.2,2.0,2.0,24.2,36.0,35410310.0,46394100.0,50105628.0,53817156.0,,,131910038.0,4.0,28.0,2.2,3.8,59.0,1.1,2.0,53.3,0.7,1.4,47.3,0.6,1.4,42.1,1.3,3.1,41.1,2.5,6.5,38.9,CLE
146,Donte DiVincenzo,28.0,SG,40.0,8.0,26.4,3.7,9.3,0.397,2.6,7.0,0.369,1.1,2.4,0.479,0.535,1.0,1.3,0.82,0.6,3.1,3.7,3.6,1.2,0.2,1.8,1.6,11.0,144.0,11445000.0,11990000.0,12535000.0,,,,35970000.0,3.0,28.0,0.8,1.6,51.6,0.2,0.5,44.4,0.1,0.2,33.3,0.0,0.0,0.0,0.9,2.3,37.4,1.7,4.4,37.9,MIN
147,Dorian Finney-Smith,31.0,PF,40.0,26.0,27.4,3.1,6.7,0.463,2.0,4.7,0.417,1.2,2.0,0.568,0.608,0.5,0.8,0.677,1.3,2.7,3.9,1.4,0.9,0.4,0.9,2.3,8.7,113.0,14924167.0,15378480.0,,,,,14924167.0,2.0,31.0,1.1,1.7,63.6,0.1,0.2,25.0,0.1,0.1,40.0,0.0,0.0,0.0,1.0,2.4,41.3,1.0,2.3,43.3,LAL
148,Doug McDermott,33.0,SF,31.0,3.0,8.4,1.2,2.7,0.424,1.0,2.3,0.431,0.2,0.4,0.385,0.606,0.1,0.2,0.6,0.1,0.5,0.5,0.1,0.1,0.0,0.2,0.9,3.4,375.0,2087519.0,,,,,,2087519.0,1.0,33.0,0.1,0.3,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5,1.2,43.3,0.6,1.4,41.9,SAC
149,Draymond Green,34.0,PF,43.0,41.0,28.4,3.0,7.0,0.429,1.1,3.4,0.333,1.9,3.6,0.519,0.51,1.3,2.1,0.637,1.0,4.8,5.8,5.7,1.3,1.1,2.4,3.0,8.5,69.0,24107143.0,25892857.0,27678571.0,,,,77678571.0,3.0,34.0,1.3,2.3,57.9,0.3,0.7,37.9,0.1,0.4,40.0,0.1,0.1,50.0,0.7,1.7,43.1,0.5,1.8,25.0,GSW
150,Drew Eubanks,27.0,C,41.0,4.0,14.8,2.3,3.8,0.61,0.1,0.1,0.5,2.2,3.6,0.615,0.62,0.9,1.4,0.632,1.1,3.2,4.3,1.1,0.2,0.8,0.8,1.1,5.5,248.0,5000000.0,4750000.0,,,,,5000000.0,2.0,28.0,1.5,2.2,68.2,0.6,1.2,52.2,0.2,0.3,50.0,0.0,0.0,0.0,0.1,0.1,75.0,0.0,0.0,0.0,LAC
151,Drew Peterson,25.0,PF,14.0,0.0,9.1,0.9,1.8,0.48,0.6,1.4,0.421,0.3,0.4,0.667,0.64,0.4,0.5,0.857,0.4,1.6,1.9,0.8,0.1,0.1,0.4,0.9,2.7,,,,,,,,,,25.0,0.1,0.3,50.0,0.1,0.1,100.0,0.0,0.0,0.0,0.2,0.2,100.0,0.4,0.9,45.5,0.2,0.6,37.5,BOS
152,Dru Smith,27.0,SG,14.0,1.0,19.1,2.2,4.4,0.508,1.1,2.1,0.533,1.1,2.2,0.484,0.639,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2,,,,,,,,,,27.0,0.9,1.4,68.4,0.1,0.6,22.2,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.9,58.3,0.6,1.3,50.0,MIA
153,Duncan Robinson,30.0,SF,52.0,30.0,24.1,3.8,8.9,0.422,2.4,6.4,0.377,1.3,2.5,0.539,0.558,0.7,0.8,0.9,0.3,2.1,2.3,2.6,0.5,0.1,1.1,2.0,10.6,89.0,19406000.0,19888000.0,,,,,29294000.0,2.0,30.0,1.0,1.6,63.8,0.3,0.7,42.1,0.0,0.2,25.0,0.0,0.0,0.0,1.0,2.2,43.8,1.5,4.2,35.3,MIA
154,Duop Reath,28.0,C,27.0,0.0,5.5,0.9,2.1,0.414,0.4,1.4,0.316,0.4,0.7,0.6,0.517,0.3,0.4,0.8,0.4,0.6,1.0,0.3,0.0,0.1,0.2,0.6,2.5,403.0,2048780.0,2221677.0,,,,,2048780.0,2.0,28.0,0.3,0.4,72.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.6,28.6,0.3,0.9,36.4,POR
155,Dwight Powell,33.0,C,33.0,0.0,7.6,0.4,0.5,0.778,0.0,0.0,1.0,0.4,0.5,0.765,0.806,0.6,0.9,0.667,0.7,1.1,1.8,0.7,0.4,0.5,0.2,1.2,1.5,274.0,4000000.0,4000000.0,,,,,4000000.0,2.0,33.0,0.4,0.5,86.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,DAL
156,Dyson Daniels,21.0,SG,52.0,52.0,34.0,5.8,12.3,0.473,1.1,3.3,0.339,4.7,9.0,0.522,0.519,1.2,2.0,0.618,1.7,3.9,5.5,4.0,3.0,0.8,1.8,2.5,14.0,224.0,6059520.0,7707709.0,,,,,13767229.0,2.0,21.0,3.1,5.0,60.9,1.3,2.9,43.5,0.3,0.9,31.9,0.0,0.1,33.3,0.5,1.3,35.8,0.6,2.0,32.7,ATL
157,E.J. Liddell,24.0,PF,6.0,0.0,5.2,0.8,1.3,0.625,0.5,1.0,0.5,0.3,0.3,1.0,0.813,0.3,0.3,1.0,0.2,0.7,0.8,0.5,0.2,0.2,0.3,1.3,2.5,463.0,706898.0,706898.0,706898.0,,,,2120694.0,3.0,24.0,0.0,0.0,0.0,0.3,0.3,100.0,0.3,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,50.0,CHI
158,Elfrid Payton,30.0,PG,12.0,5.0,21.1,2.2,5.4,0.4,0.0,0.1,0.0,2.2,5.3,0.406,0.4,0.1,0.2,0.5,0.5,2.4,2.9,5.4,1.3,0.4,2.3,1.7,4.4,476.0,514753.0,,,,,,274809.0,1.0,31.0,0.7,1.6,44.4,1.2,2.5,48.1,0.3,1.0,27.3,0.0,0.2,0.0,0.1,0.2,50.0,0.0,0.0,0.0,CHA
159,Elijah Harkless,24.0,SG,10.0,0.0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1.0,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2,,,,,,,,,,25.0,0.3,0.5,60.0,0.1,0.3,33.3,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.9,33.3,0.4,1.6,25.0,UTA
160,Emoni Bates,21.0,SF,7.0,0.0,3.9,0.3,2.0,0.143,0.3,1.6,0.182,0.0,0.4,0.0,0.214,0.0,0.0,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.9,,,,,,,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,1.3,22.2,CLE
161,Enrique Freeman,24.0,PF,19.0,1.0,7.3,0.6,1.3,0.48,0.1,0.3,0.167,0.6,1.0,0.579,0.5,0.4,0.7,0.538,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,,,,,,,,,,24.0,0.6,0.9,61.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,20.0,0.0,0.1,0.0,IND
162,Eric Gordon,36.0,SG,39.0,13.0,19.7,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,292.0,3303771.0,3468960.0,,,,,3303771.0,2.0,36.0,0.6,1.1,54.5,0.1,0.4,18.8,0.1,0.1,75.0,0.0,0.1,50.0,0.3,0.7,40.7,1.1,2.6,40.2,PHI
163,Evan Mobley,23.0,PF,51.0,51.0,30.0,7.2,12.7,0.569,1.1,2.9,0.365,6.2,9.8,0.63,0.611,3.2,4.2,0.759,2.3,7.0,9.3,3.1,0.9,1.6,1.9,2.0,18.7,148.0,11227657.0,38661750.0,41754690.0,44847630.0,47940570.0,51033510.0,235465807.0,6.0,23.0,5.0,6.9,72.3,0.8,2.0,41.2,0.2,0.6,42.9,0.0,0.1,16.7,0.4,1.0,42.3,0.6,1.8,33.7,CLE
164,Franz Wagner,23.0,SF,39.0,39.0,33.1,9.1,19.5,0.467,1.9,6.3,0.307,7.2,13.3,0.542,0.516,4.9,5.7,0.852,1.0,4.7,5.7,4.9,1.4,0.4,2.3,2.5,25.1,209.0,7007092.0,38661750.0,41754690.0,44847630.0,47940570.0,51033510.0,231245242.0,6.0,23.0,4.3,6.6,64.9,1.9,4.3,43.6,0.6,1.3,48.0,0.3,0.8,37.5,0.4,1.4,29.6,1.4,4.4,32.0,ORL
165,Fred VanVleet,30.0,PG,45.0,45.0,35.5,5.0,13.0,0.387,2.7,7.8,0.344,2.4,5.3,0.45,0.489,1.9,2.3,0.824,0.7,3.2,3.9,5.8,1.6,0.4,1.6,2.4,14.6,20.0,42846615.0,44886930.0,,,,,42846615.0,2.0,30.0,1.0,2.0,52.2,0.4,0.8,43.2,0.3,0.8,35.3,0.4,1.2,37.0,0.9,2.2,42.9,1.9,5.6,33.6,HOU
166,GG Jackson II,20.0,PF,15.0,0.0,16.7,3.3,7.8,0.419,1.3,3.9,0.339,1.9,3.9,0.5,0.504,1.4,2.0,0.7,1.1,2.2,3.3,0.9,0.4,0.2,1.2,1.1,9.3,414.0,1891857.0,2221677.0,2406205.0,,,,4113534.0,3.0,20.0,1.6,2.9,55.0,0.4,1.1,40.0,0.0,0.1,0.0,0.1,0.1,100.0,0.4,1.4,25.0,1.1,2.6,40.5,MEM
167,Gabe Vincent,28.0,PG,47.0,6.0,20.2,2.1,5.3,0.399,1.3,3.7,0.341,0.8,1.5,0.542,0.52,0.1,0.3,0.583,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,5.6,152.0,11000000.0,11500000.0,,,,,22500000.0,2.0,28.0,0.4,0.7,58.1,0.1,0.2,36.4,0.2,0.4,47.1,0.2,0.2,70.0,0.6,1.5,40.8,0.7,2.2,32.0,LAL
168,Garrett Temple,38.0,SG,17.0,0.0,3.9,0.2,0.9,0.2,0.1,0.4,0.143,0.1,0.5,0.25,0.233,0.2,0.2,1.0,0.1,0.5,0.6,0.6,0.4,0.1,0.2,0.4,0.6,371.0,2087519.0,,,,,,2087519.0,1.0,38.0,0.1,0.2,25.0,0.1,0.2,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.4,20.0,0.0,0.1,0.0,TOR
169,Garrison Mathews,28.0,SG,43.0,2.0,17.7,2.1,5.5,0.39,1.8,4.7,0.385,0.3,0.8,0.417,0.553,1.5,1.8,0.829,0.3,1.5,1.8,1.3,0.6,0.3,0.7,1.7,7.5,348.0,2230253.0,,,,,,2230253.0,1.0,28.0,0.2,0.4,50.0,0.1,0.2,30.0,0.1,0.1,60.0,0.0,0.1,0.0,1.1,2.2,51.6,0.7,2.6,27.8,ATL
170,Gary Harris,30.0,SG,30.0,2.0,15.6,1.1,3.0,0.378,0.8,2.3,0.329,0.4,0.7,0.55,0.506,0.2,0.3,0.6,0.5,0.8,1.3,0.5,0.6,0.3,0.4,1.0,3.2,205.0,7500000.0,7500000.0,,,,,7500000.0,2.0,30.0,0.3,0.3,80.0,0.0,0.2,20.0,0.0,0.1,33.3,0.0,0.1,50.0,0.4,1.4,30.0,0.4,0.9,40.7,ORL
171,Gary Payton II,32.0,SG,45.0,10.0,13.4,2.2,4.0,0.552,0.3,1.3,0.246,1.9,2.8,0.694,0.591,0.5,0.6,0.724,0.8,2.0,2.8,1.2,0.6,0.3,0.6,1.7,5.2,177.0,9130000.0,,,,,,9130000.0,1.0,32.0,1.8,2.4,76.4,0.1,0.4,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,33.3,0.1,0.6,14.3,GSW
172,Gary Trent Jr.,26.0,SG,51.0,7.0,25.1,3.6,8.3,0.435,2.3,5.4,0.42,1.4,2.9,0.463,0.572,0.8,1.0,0.84,0.2,2.2,2.4,1.2,1.0,0.1,0.6,1.9,10.4,388.0,2087519.0,,,,,,2087519.0,1.0,26.0,0.4,0.9,46.7,0.3,0.5,50.0,0.3,0.6,48.4,0.2,0.7,35.3,0.9,2.0,46.5,1.4,3.6,40.4,MIL
173,Georges Niang,31.0,PF,56.0,2.0,21.4,3.5,7.3,0.477,1.9,4.7,0.411,1.5,2.6,0.597,0.609,0.5,0.6,0.806,0.7,3.1,3.8,1.4,0.4,0.2,0.9,2.6,9.4,187.0,8500000.0,8200000.0,,,,,16700000.0,2.0,31.0,1.0,1.5,65.5,0.4,0.7,62.2,0.1,0.2,38.5,0.0,0.1,0.0,1.0,2.6,39.6,0.8,1.9,41.9,ATL
174,Giannis Antetokounmpo,30.0,PF,44.0,44.0,34.2,12.5,20.4,0.61,0.2,0.8,0.194,12.3,19.6,0.628,0.614,6.0,10.4,0.577,2.3,9.8,12.0,5.8,0.8,1.3,3.5,2.5,31.0,12.0,48787676.0,54126450.0,58456566.0,62786682.0,,,161370692.0,4.0,30.0,9.3,13.0,71.9,0.7,1.7,37.8,0.8,1.6,49.3,1.5,3.2,47.4,0.0,0.3,18.2,0.1,0.6,22.2,MIL
175,Goga Bitadze,25.0,C,48.0,41.0,23.3,3.6,5.8,0.625,0.0,0.4,0.1,3.6,5.4,0.665,0.628,1.3,2.0,0.638,2.7,5.2,7.9,2.1,0.8,1.7,1.3,2.2,8.5,180.0,9057971.0,8333333.0,7608696.0,,,,25000000.0,3.0,25.0,3.2,4.6,69.8,0.3,0.5,56.5,0.1,0.2,33.3,0.0,0.1,25.0,0.0,0.1,14.3,0.0,0.3,7.7,ORL
176,Gradey Dick,21.0,SG,50.0,50.0,29.5,5.0,12.2,0.413,2.1,6.1,0.351,2.9,6.1,0.475,0.501,2.6,3.0,0.866,0.8,2.6,3.5,1.8,0.9,0.2,1.6,2.3,14.8,252.0,4763760.0,4990560.0,7131511.0,,,,9754320.0,3.0,21.0,1.7,3.3,52.8,0.3,0.9,34.8,0.5,1.2,45.6,0.3,0.7,50.0,0.8,2.3,35.1,1.3,3.9,34.4,TOR
177,Grant Williams,26.0,PF,16.0,7.0,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,120.0,13025250.0,13645500.0,14265750.0,,,,40936500.0,3.0,26.0,1.1,1.6,72.0,0.4,0.8,53.8,0.1,0.4,16.7,0.1,0.3,20.0,0.3,1.1,27.8,1.3,3.4,38.2,CHA
178,Grayson Allen,29.0,SG,46.0,3.0,25.1,3.5,7.8,0.446,2.5,5.7,0.428,1.0,2.1,0.495,0.603,1.4,1.7,0.831,0.6,2.7,3.3,2.1,0.9,0.3,1.1,1.5,10.8,109.0,15625000.0,16875000.0,18125000.0,19375000.0,,,50625000.0,4.0,29.0,0.7,1.2,58.8,0.2,0.5,43.5,0.0,0.3,15.4,0.0,0.0,100.0,0.9,2.0,42.2,1.6,3.7,43.2,PHX
179,Guerschon Yabusele,29.0,C,53.0,27.0,26.5,4.0,7.8,0.511,1.5,3.8,0.398,2.5,4.0,0.618,0.608,1.3,1.8,0.747,1.9,3.7,5.6,1.9,0.8,0.4,1.3,2.5,10.8,381.0,2087519.0,,,,,,2087519.0,1.0,29.0,2.4,3.4,70.8,0.1,0.3,16.7,0.0,0.2,9.1,0.0,0.1,33.3,0.5,1.3,39.1,1.0,2.4,40.5,PHI
180,Gui Santos,22.0,PF,32.0,1.0,12.8,1.3,2.8,0.451,0.7,1.9,0.383,0.6,1.0,0.581,0.577,0.5,0.7,0.696,1.2,1.8,3.0,1.2,0.4,0.2,0.7,1.6,3.8,425.0,1891857.0,2221677.0,,,,,1891857.0,2.0,22.0,0.5,0.8,66.7,0.0,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,45.8,0.4,1.1,34.4,GSW
181,Harrison Barnes,32.0,PF,55.0,55.0,27.8,4.0,8.1,0.491,1.6,3.9,0.41,2.4,4.2,0.568,0.591,2.0,2.5,0.799,1.4,2.7,4.1,1.8,0.4,0.2,0.6,0.9,11.6,98.0,18000000.0,19000000.0,,,,,37000000.0,2.0,32.0,1.9,3.1,63.3,0.3,0.8,40.9,0.1,0.3,42.9,0.0,0.0,0.0,1.2,2.5,47.8,0.4,1.3,29.2,SAS
182,Harrison Ingram,22.0,SF,2.0,0.0,5.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,SAS
183,Haywood Highsmith,28.0,SF,49.0,39.0,23.7,2.4,5.1,0.466,1.2,3.0,0.388,1.2,2.1,0.578,0.58,0.4,0.6,0.679,0.8,2.3,3.1,1.2,0.9,0.6,0.7,2.0,6.3,239.0,5200000.0,5616000.0,,,,,10816000.0,2.0,28.0,0.9,1.3,66.2,0.3,0.6,48.1,0.1,0.2,33.3,0.0,0.0,0.0,0.8,1.7,45.7,0.4,1.4,29.9,MIA
184,Herbert Jones,26.0,SF,20.0,20.0,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5.0,0.53,0.5,1.7,2.0,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,123.0,12976362.0,13937574.0,14898786.0,,,,41812722.0,3.0,26.0,1.8,3.2,55.6,0.4,1.1,31.8,0.2,0.3,66.7,0.1,0.1,100.0,1.1,2.7,39.6,0.3,1.3,24.0,NOP
185,Hunter Tyson,24.0,PF,40.0,0.0,7.7,0.7,1.9,0.365,0.4,1.2,0.306,0.3,0.6,0.48,0.466,0.4,0.6,0.696,0.4,1.2,1.5,0.4,0.1,0.1,0.3,0.9,2.1,416.0,1891857.0,2221677.0,2406205.0,,,,4113534.0,3.0,24.0,0.3,0.5,55.6,0.0,0.0,0.0,0.0,0.1,50.0,0.0,0.1,25.0,0.1,0.6,23.8,0.3,0.7,38.5,DEN
186,Immanuel Quickley,25.0,PG,18.0,18.0,27.7,5.2,12.4,0.422,2.5,6.2,0.402,2.7,6.2,0.441,0.522,3.2,3.6,0.891,0.3,2.7,3.1,5.6,0.6,0.2,1.9,1.7,16.1,47.0,32500000.0,32500000.0,32500000.0,32500000.0,32500000.0,,162500000.0,5.0,25.0,1.0,2.1,48.6,0.8,1.9,40.6,0.5,1.3,40.9,0.4,0.7,58.3,0.4,1.4,25.0,2.1,4.6,44.3,TOR
187,Isaac Jones,24.0,PF,25.0,0.0,8.7,1.5,2.3,0.655,0.0,0.2,0.25,1.5,2.2,0.685,0.664,0.6,1.0,0.538,0.6,1.0,1.5,0.3,0.1,0.3,0.5,1.0,3.6,,,,,,,,,,24.0,1.3,1.7,74.4,0.2,0.5,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,33.3,0.0,0.0,0.0,SAC
188,Isaac Okoro,24.0,SG,31.0,17.0,19.5,2.0,4.7,0.432,1.1,2.8,0.384,1.0,1.9,0.5,0.545,0.6,0.9,0.704,0.8,1.4,2.2,1.5,0.6,0.4,0.4,1.9,5.7,161.0,10185186.0,11000000.0,11814814.0,,,,33000000.0,3.0,24.0,0.9,1.7,51.9,0.1,0.2,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,39.7,0.3,0.8,37.5,CLE
189,Isaiah Collier,20.0,PG,48.0,23.0,24.0,2.8,6.9,0.408,0.5,2.3,0.236,2.3,4.6,0.493,0.447,0.8,1.3,0.633,0.4,2.7,3.1,6.0,0.8,0.2,2.9,2.2,7.0,333.0,2512680.0,2638200.0,2763960.0,4988948.0,,,5150880.0,4.0,20.0,1.5,2.6,57.4,0.5,1.1,46.0,0.2,0.5,36.0,0.1,0.3,21.4,0.3,0.9,32.5,0.3,1.4,21.9,UTA
190,Isaiah Crawford,23.0,SF,5.0,0.0,3.6,0.4,0.8,0.5,0.0,0.2,0.0,0.4,0.6,0.667,0.5,0.2,0.4,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,,,,,,,,,,23.0,0.3,0.3,100.0,0.0,0.0,0.0,0.3,0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,SAC
191,Isaiah Hartenstein,26.0,C,36.0,35.0,28.8,4.8,8.6,0.565,0.0,0.4,0.0,4.8,8.2,0.59,0.565,1.4,2.2,0.646,3.2,8.7,11.9,4.0,0.8,1.1,1.8,2.9,11.1,50.0,30000000.0,28500000.0,28500000.0,,,,58500000.0,3.0,26.0,2.6,4.0,64.5,1.3,2.3,56.8,0.9,1.8,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,OKC
192,Isaiah Jackson,23.0,C,5.0,1.0,16.8,2.8,4.6,0.609,0.0,0.0,,2.8,4.6,0.609,0.609,1.4,2.8,0.5,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,262.0,4435381.0,,,,,,4435381.0,1.0,23.0,2.6,4.2,61.9,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND
193,Isaiah Joe,25.0,SG,51.0,11.0,21.0,3.4,7.7,0.433,2.4,6.1,0.398,0.9,1.7,0.558,0.589,0.5,0.6,0.719,0.5,2.0,2.5,1.4,0.7,0.1,0.5,1.6,9.6,122.0,12991650.0,12362338.0,11323006.0,11323006.0,,,36676994.0,4.0,25.0,0.6,0.8,77.5,0.1,0.2,54.5,0.1,0.3,25.0,0.1,0.3,38.5,0.8,1.8,47.7,1.6,4.3,36.3,OKC
194,Isaiah Stewart,23.0,C,52.0,3.0,20.0,2.4,4.4,0.541,0.2,0.7,0.289,2.2,3.7,0.591,0.565,0.8,1.0,0.815,2.0,3.7,5.7,1.7,0.3,1.3,1.0,2.4,5.9,112.0,15000000.0,15000000.0,15000000.0,15000000.0,,,45000000.0,4.0,23.0,1.9,2.9,64.4,0.2,0.5,35.7,0.1,0.1,57.1,0.0,0.0,50.0,0.1,0.3,37.5,0.1,0.5,20.8,DET
195,Isaiah Wong,24.0,SG,20.0,0.0,13.3,2.1,5.3,0.39,0.7,1.7,0.394,1.4,3.6,0.389,0.452,1.3,1.7,0.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0,,,,,,,,,,24.0,0.6,1.4,40.7,0.3,0.8,37.5,0.5,1.1,42.9,0.1,0.3,20.0,0.1,0.4,28.6,0.6,1.3,46.2,CHA
196,Ivica Zubac,27.0,C,54.0,54.0,31.9,6.8,11.1,0.614,0.0,0.0,,6.8,11.1,0.614,0.614,1.8,2.8,0.647,3.8,8.8,12.5,2.5,0.8,1.1,1.7,2.0,15.4,142.0,11743210.0,18102000.0,19550160.0,20998320.0,,,70393690.0,4.0,27.0,4.7,7.1,67.1,1.7,3.2,51.2,0.3,0.7,48.6,0.1,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC
197,JD Davison,22.0,PG,5.0,0.0,4.8,0.4,1.0,0.4,0.2,0.6,0.333,0.2,0.4,0.5,0.5,0.2,0.4,0.5,0.0,0.4,0.4,0.2,0.2,0.0,1.2,0.2,1.2,,,,,,,,,,22.0,0.2,0.4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,50.0,BOS
198,JT Thor,22.0,PF,9.0,0.0,4.7,1.0,1.7,0.6,0.3,0.7,0.5,0.7,1.0,0.667,0.7,0.8,0.9,0.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,,,,,,,,,,22.0,0.3,0.4,66.7,0.1,0.1,100.0,0.1,0.3,50.0,0.3,0.3,100.0,0.1,0.5,25.0,0.3,0.4,66.7,CLE
199,Ja Morant,25.0,PG,35.0,35.0,29.1,7.1,16.0,0.441,1.5,4.9,0.312,5.5,11.1,0.497,0.488,4.9,6.0,0.818,0.6,3.5,4.1,7.4,1.2,0.3,3.8,2.0,20.5,29.0,36725670.0,39446090.0,42166510.0,44886930.0,,,163225200.0,4.0,25.0,3.4,5.9,56.9,1.5,3.3,44.6,0.6,1.5,39.2,0.1,0.3,44.4,0.6,1.9,31.8,0.9,2.7,31.9,MEM
200,Ja'Kobe Walter,20.0,SG,38.0,9.0,19.5,2.8,6.9,0.408,1.0,3.3,0.312,1.8,3.6,0.496,0.483,1.0,1.4,0.712,0.8,1.8,2.6,1.3,0.7,0.2,0.8,1.8,7.6,288.0,3465000.0,3638160.0,3811800.0,5870172.0,,,7103160.0,4.0,20.0,1.0,1.9,51.4,0.4,0.9,48.5,0.3,0.5,58.8,0.1,0.3,27.3,0.4,1.4,30.2,0.6,1.8,33.8,TOR
