id,player,Age,Pos,Games,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_2024_25,salary_2025_26,salary_2026_27,salary_2027_28,salary_2028_29,salary_2029_30,salary_guaranteed,salary_years,age,lt_5_ft_fgm,lt_5_ft_fga,lt_5_ft_fgpct,5_9_ft_fgm,fga_5_9_ft,5_9_ft_fgpct,10_14_ft_fgm,fga_10_14_ft,10_14_ft_fgpct,15_19_ft_fgm,fga_15_19_ft,15_19_ft_fgpct,20_24_ft_fgm,fga_20_24_ft,20_24_ft_fgpct,25_29_ft_fgm,fga_25_29_ft,25_29_ft_fgpct,team
261,Jevon Carter,29.0,PG,26.0,0.0,7.2,1.3,3.2,0.402,0.8,2.2,0.362,0.5,0.9,0.5,0.53,0.2,0.3,0.75,0.1,0.9,1.0,1.0,0.3,0.0,0.3,0.3,3.6,216.0,6500000.0,6809524.0,,,,,6500000.0,2.0,29.0,0.1,0.4,30.0,0.2,0.3,66.7,0.2,0.3,50.0,0.2,0.2,100.0,0.3,0.9,35.0,0.5,1.5,36.8,CHI
262,Jimmy Butler III,35.0,SF,31.0,31.0,30.8,5.7,10.9,0.524,0.5,1.5,0.304,5.3,9.4,0.558,0.544,5.7,7.0,0.824,2.4,2.9,5.3,4.9,1.2,0.4,1.2,1.0,17.6,11.0,48798677.0,54126450.0,56832773.0,,,,159757900.0,3.0,35.0,3.8,5.7,65.7,0.7,1.9,34.5,0.7,1.4,48.8,0.1,0.4,33.3,0.4,1.1,36.4,0.1,0.4,25.0,GSW
263,Jock Landale,29.0,C,28.0,0.0,10.7,1.6,3.3,0.478,0.2,0.5,0.462,1.4,2.8,0.481,0.511,0.8,1.1,0.688,1.4,1.9,3.3,0.9,0.2,0.3,0.5,1.0,4.1,193.0,8000000.0,8000000.0,8000000.0,,,,16000000.0,3.0,29.0,0.9,1.9,49.0,0.2,0.4,50.0,0.2,0.4,36.4,0.1,0.2,50.0,0.0,0.1,33.3,0.2,0.4,60.0,HOU
264,Joe Ingles,37.0,SF,16.0,0.0,6.4,0.4,1.2,0.316,0.2,0.8,0.25,0.2,0.4,0.429,0.395,0.0,0.0,,0.1,0.6,0.7,1.3,0.1,0.0,0.4,0.6,0.9,387.0,2087519.0,,,,,,2087519.0,1.0,37.0,0.0,0.2,0.0,0.2,0.3,66.7,0.1,0.1,100.0,0.0,0.0,0.0,0.2,0.5,28.6,0.1,0.5,16.7,MIN
265,Joel Embiid,30.0,C,19.0,19.0,30.2,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,2.0,51415938.0,55224526.0,57985752.0,62624612.0,67263472.0,,227250828.0,5.0,30.0,2.9,4.7,63.1,0.8,1.8,42.4,1.2,2.8,43.1,1.3,3.2,42.1,0.1,0.4,12.5,1.2,3.8,31.9,PHI
266,John Collins,27.0,PF,37.0,28.0,30.6,6.7,12.7,0.527,1.4,3.5,0.414,5.3,9.3,0.569,0.583,3.5,4.1,0.855,2.1,5.9,8.1,2.1,1.0,1.1,2.6,2.9,18.4,59.0,26580000.0,26580000.0,,,,,26580000.0,2.0,27.0,3.6,5.5,65.8,1.2,2.5,48.4,0.2,0.6,25.0,0.3,0.6,45.8,1.0,2.1,48.1,0.5,1.4,32.1,UTA
267,John Konchar,28.0,SG,30.0,3.0,12.6,0.9,2.2,0.424,0.5,1.5,0.326,0.4,0.7,0.65,0.538,0.2,0.2,0.833,0.9,2.6,3.5,1.0,0.5,0.4,0.3,0.8,2.5,222.0,6165000.0,6165000.0,6165000.0,,,,18495000.0,3.0,28.0,0.4,0.7,68.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,37.9,0.1,0.6,25.0,MEM
268,Johnny Davis,22.0,SG,34.0,0.0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,236.0,5291160.0,6746229.0,,,,,5291160.0,2.0,22.0,0.6,0.9,64.3,0.1,0.4,30.8,0.1,0.2,33.3,0.0,0.0,0.0,0.1,0.5,20.0,0.1,0.5,31.3,WAS
269,Johnny Furphy,20.0,SG,36.0,0.0,6.9,0.6,1.6,0.368,0.3,0.9,0.344,0.3,0.7,0.4,0.465,0.3,0.3,1.0,0.5,0.6,1.1,0.3,0.3,0.2,0.3,0.7,1.7,433.0,1850842.0,1955377.0,2296271.0,2486995.0,,,6102490.0,4.0,20.0,0.3,0.7,42.9,0.0,0.1,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,33.3,0.1,0.4,36.4,IND
270,Johnny Juzang,23.0,SG,39.0,5.0,17.5,2.6,6.1,0.424,1.7,4.3,0.391,0.9,1.8,0.507,0.563,0.7,0.8,0.839,0.6,2.0,2.6,1.0,0.5,0.1,0.5,2.0,7.5,302.0,3087519.0,2840518.0,2708000.0,2789215.0,,,3087519.0,4.0,23.0,0.3,0.6,56.5,0.2,0.5,42.1,0.1,0.3,45.5,0.1,0.3,40.0,0.8,1.9,43.2,0.9,2.4,37.0,UTA
271,Jonas Valančiūnas,32.0,C,55.0,12.0,19.4,4.5,8.2,0.545,0.1,0.5,0.259,4.3,7.7,0.564,0.553,1.9,2.2,0.875,2.4,5.4,7.8,2.1,0.4,0.6,1.7,2.1,11.0,165.0,9900000.0,10395000.0,10000000.0,,,,20295000.0,3.0,32.0,2.7,4.0,66.4,0.9,1.8,49.5,0.3,0.9,38.0,0.4,0.9,50.0,0.1,0.2,25.0,0.1,0.4,25.0,SAC
272,Jonathan Isaac,27.0,PF,51.0,0.0,16.5,2.1,5.1,0.412,0.6,2.5,0.26,1.5,2.6,0.556,0.475,1.0,1.5,0.675,1.8,3.0,4.8,0.5,0.8,1.2,0.4,1.4,5.9,65.0,25000000.0,15000000.0,14500000.0,14500000.0,15000000.0,,69000000.0,5.0,27.0,1.3,1.9,67.7,0.0,0.1,50.0,0.1,0.4,15.8,0.1,0.3,25.0,0.5,1.8,29.5,0.2,0.8,20.5,ORL
273,Jonathan Kuminga,22.0,PF,32.0,10.0,26.0,6.1,13.2,0.459,1.3,3.6,0.345,4.8,9.6,0.502,0.506,3.4,5.3,0.639,1.4,3.6,5.0,2.2,0.9,0.6,1.6,1.9,16.8,202.0,7636307.0,,,,,,7636307.0,1.0,22.0,3.5,5.3,66.1,0.9,2.5,35.4,0.4,1.4,26.7,0.1,0.4,21.4,0.4,1.4,29.5,0.8,2.2,38.6,GSW
274,Jonathan Mogbo,23.0,PF,44.0,10.0,17.7,2.0,4.5,0.452,0.3,0.9,0.341,1.7,3.6,0.481,0.487,1.0,1.4,0.7,1.6,2.5,4.1,1.7,0.7,0.5,0.9,2.1,5.4,431.0,1862265.0,1955377.0,2296271.0,,,,3817642.0,3.0,23.0,1.5,2.6,58.0,0.1,0.5,22.7,0.1,0.3,23.1,0.1,0.1,40.0,0.2,0.6,40.0,0.1,0.4,25.0,TOR
275,Jordan Clarkson,32.0,SG,31.0,8.0,26.5,5.8,13.8,0.418,2.5,6.5,0.38,3.3,7.4,0.452,0.507,3.1,3.8,0.805,0.7,2.6,3.3,3.8,0.8,0.3,2.0,1.6,17.1,115.0,14092577.0,14285714.0,,,,,28378291.0,2.0,32.0,1.1,2.2,50.0,1.2,3.0,40.9,0.7,1.6,45.8,0.2,0.5,50.0,0.9,1.9,46.7,1.6,4.5,35.5,UTA
276,Jordan Goodwin,26.0,PG,5.0,0.0,19.0,3.0,5.2,0.577,0.8,2.0,0.4,2.2,3.2,0.688,0.654,0.2,0.2,1.0,1.6,2.8,4.4,1.0,1.0,0.2,0.6,1.8,7.0,,,,,,,,,,26.0,1.0,1.5,66.7,0.3,0.5,50.0,1.3,1.3,100.0,0.0,0.5,0.0,0.0,0.5,0.0,0.8,1.5,50.0,LAL
277,Jordan Hawkins,22.0,SG,39.0,5.0,22.9,3.5,9.7,0.361,1.9,5.6,0.333,1.6,4.1,0.398,0.457,1.6,1.8,0.847,0.4,2.1,2.5,1.1,0.6,0.4,0.8,0.7,10.5,259.0,4525680.0,4741320.0,7021895.0,,,,9267000.0,3.0,22.0,0.4,0.9,45.7,0.2,0.8,27.6,0.4,0.9,42.9,0.6,1.4,40.7,0.9,2.3,37.5,1.1,3.4,31.0,NOP
278,Jordan McLaughlin,28.0,PG,31.0,0.0,6.3,0.5,1.5,0.378,0.4,0.9,0.407,0.2,0.6,0.333,0.5,0.4,0.5,0.688,0.1,0.5,0.7,0.8,0.4,0.0,0.4,0.5,1.8,374.0,2087519.0,,,,,,2087519.0,1.0,28.0,0.1,0.2,33.3,0.1,0.2,33.3,0.0,0.1,25.0,0.0,0.0,0.0,0.3,0.7,40.0,0.2,0.4,41.7,SAS
279,Jordan Miller,25.0,SF,30.0,0.0,12.4,1.8,4.2,0.429,0.3,1.2,0.222,1.5,3.0,0.511,0.46,0.9,1.1,0.788,0.7,1.0,1.7,1.1,0.5,0.2,0.7,0.7,4.7,,,,,,,,,,25.0,1.2,2.2,54.1,0.4,0.8,47.6,0.1,0.3,42.9,0.0,0.0,0.0,0.1,0.6,17.6,0.2,0.6,26.3,LAC
280,Jordan Poole,25.0,SG,49.0,49.0,31.3,6.8,16.4,0.415,3.4,9.4,0.367,3.3,7.0,0.48,0.52,3.8,4.4,0.87,0.5,2.7,3.2,4.9,1.4,0.5,3.3,3.3,20.9,52.0,29651786.0,31848215.0,34044642.0,,,,95544643.0,3.0,25.0,2.5,3.9,63.4,0.4,1.5,27.4,0.3,0.9,30.2,0.1,0.6,25.9,0.5,1.3,36.1,2.6,6.9,38.3,WAS
281,Jordan Walsh,20.0,PF,38.0,1.0,7.5,0.5,1.5,0.357,0.3,1.0,0.282,0.2,0.4,0.529,0.455,0.2,0.3,0.583,0.3,0.7,1.1,0.3,0.2,0.2,0.2,0.5,1.5,418.0,1891857.0,2221677.0,2406205.0,,,,2091857.0,3.0,20.0,0.3,0.5,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,10.5,0.2,0.5,47.4,BOS
282,Jose Alvarado,26.0,PG,33.0,11.0,23.6,3.4,8.3,0.414,2.2,5.4,0.397,1.3,2.8,0.447,0.544,1.0,1.2,0.825,0.5,1.9,2.4,4.5,1.4,0.3,1.2,1.9,10.0,411.0,1988598.0,4500000.0,4500000.0,,,,6488598.0,3.0,26.0,0.6,1.2,51.3,0.3,0.9,26.7,0.3,0.4,69.2,0.1,0.3,33.3,0.7,1.7,41.8,1.4,3.7,39.0,NOP
283,Josh Christopher,23.0,SG,8.0,0.0,3.5,0.3,0.9,0.286,0.0,0.1,0.0,0.3,0.8,0.333,0.286,0.3,0.5,0.5,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,,,,,,,,,,23.0,0.1,0.4,33.3,0.1,0.3,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,MIA
284,Josh Giddey,22.0,PG,53.0,53.0,29.0,4.7,10.5,0.451,1.4,3.9,0.361,3.3,6.5,0.506,0.519,1.8,2.3,0.774,1.7,5.6,7.3,6.4,1.1,0.6,2.7,1.7,12.7,189.0,8352367.0,,,,,,8352367.0,1.0,22.0,2.1,3.7,57.3,0.8,1.9,43.3,0.3,0.7,44.1,0.1,0.1,50.0,0.7,1.7,37.8,0.8,2.3,33.1,CHI
285,Josh Green,24.0,SG,50.0,49.0,28.6,2.8,6.3,0.439,1.5,3.6,0.403,1.3,2.7,0.489,0.556,0.7,1.0,0.706,0.9,1.8,2.8,1.5,1.1,0.2,1.0,2.6,7.7,130.0,12654321.0,13666667.0,14679012.0,,,,41000000.0,3.0,24.0,0.9,1.6,55.3,0.3,0.6,46.4,0.0,0.3,12.5,0.2,0.2,66.7,1.1,2.4,43.7,0.4,1.1,35.7,CHA
286,Josh Hart,29.0,SG,54.0,54.0,37.8,5.7,10.3,0.556,1.1,3.2,0.337,4.6,7.0,0.657,0.609,2.3,2.8,0.817,2.2,7.4,9.7,5.8,1.5,0.4,2.0,2.6,14.8,95.0,18144000.0,19472240.0,20923760.0,22375280.0,,,58540000.0,4.0,29.0,3.8,5.3,72.5,0.2,0.6,35.3,0.3,0.5,50.0,0.2,0.3,52.9,0.4,1.5,28.0,0.7,1.8,39.2,NYK
287,Josh Minott,22.0,SF,34.0,0.0,6.6,0.9,2.1,0.451,0.2,0.9,0.226,0.7,1.2,0.625,0.5,0.3,0.4,0.846,0.3,0.8,1.1,0.4,0.4,0.3,0.2,0.8,2.4,409.0,2019699.0,2187451.0,,,,,2019699.0,2.0,22.0,0.7,1.1,62.2,0.1,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,23.8,0.1,0.3,22.2,MIN
288,Josh Okogie,26.0,SG,32.0,2.0,15.6,2.5,5.2,0.473,0.8,2.0,0.385,1.7,3.2,0.529,0.548,1.2,1.6,0.725,1.3,1.7,3.0,0.8,1.3,0.5,0.8,1.2,6.9,190.0,8250000.0,7750000.0,,,,,8250000.0,2.0,26.0,1.3,2.3,58.1,0.3,0.8,39.1,0.0,0.0,100.0,0.0,0.1,33.3,0.6,1.5,38.6,0.3,0.7,36.4,CHA
289,Josh Richardson,31.0,SG,8.0,0.0,18.8,1.4,4.8,0.289,0.8,2.8,0.273,0.6,2.0,0.313,0.368,0.5,0.5,1.0,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0,304.0,3051153.0,,,,,,3051153.0,1.0,31.0,0.3,0.8,33.3,0.3,0.6,40.0,0.0,0.1,0.0,0.1,0.4,33.3,0.1,1.1,11.1,0.6,1.6,38.5,MIA
290,Jrue Holiday,34.0,PG,46.0,46.0,30.0,4.0,9.1,0.444,1.8,5.0,0.349,2.3,4.0,0.562,0.541,1.2,1.3,0.9,1.1,3.2,4.3,3.6,1.0,0.4,1.3,1.6,11.0,49.0,30000000.0,32400000.0,34800000.0,37200000.0,,,97200000.0,4.0,34.0,1.5,2.5,61.6,0.4,0.8,48.6,0.2,0.4,35.0,0.1,0.2,50.0,0.6,2.1,30.2,1.1,2.9,38.6,BOS
291,Julian Champagnie,23.0,SF,55.0,26.0,24.2,3.4,8.2,0.42,2.2,6.0,0.369,1.2,2.2,0.563,0.556,0.9,1.0,0.895,0.8,3.1,3.9,1.3,0.8,0.4,0.9,1.4,10.0,307.0,3000000.0,3000000.0,3000000.0,,,,3000000.0,3.0,23.0,1.0,1.6,64.4,0.1,0.4,25.0,0.1,0.1,75.0,0.1,0.1,50.0,1.0,2.6,36.6,1.2,3.3,35.8,SAS
292,Julian Phillips,21.0,SF,55.0,3.0,13.1,1.5,3.4,0.45,0.7,1.9,0.346,0.9,1.5,0.576,0.545,0.7,0.9,0.745,0.9,1.2,2.0,0.4,0.5,0.3,0.4,1.3,4.4,417.0,1891857.0,2221677.0,2406205.0,,,,4113534.0,3.0,21.0,0.8,1.2,64.2,0.1,0.3,35.7,0.0,0.0,50.0,0.0,0.0,0.0,0.5,1.3,37.1,0.1,0.5,24.1,CHI
293,Julian Strawther,22.0,SG,57.0,4.0,22.4,3.4,7.9,0.434,1.6,4.4,0.365,1.8,3.5,0.523,0.537,1.1,1.4,0.831,0.3,2.0,2.3,1.4,0.6,0.3,0.9,2.5,9.6,328.0,2552520.0,2674200.0,4826931.0,,,,5226720.0,3.0,22.0,1.0,1.6,59.8,0.5,1.0,46.6,0.3,0.7,47.4,0.0,0.1,25.0,0.5,1.4,39.0,1.1,3.1,35.6,DEN
294,Julius Randle,30.0,PF,48.0,48.0,32.6,6.6,14.0,0.47,1.5,4.6,0.321,5.1,9.4,0.542,0.522,4.2,5.2,0.811,2.1,5.0,7.2,4.5,0.7,0.2,2.8,2.5,18.9,46.0,33073920.0,30935520.0,,,,,33073920.0,2.0,30.0,3.3,5.1,64.6,0.9,2.2,41.5,0.6,1.5,37.0,0.3,0.5,56.0,0.6,2.2,28.6,0.9,2.4,35.9,MIN
295,Justin Champagnie,23.0,SF,37.0,15.0,18.5,2.9,5.8,0.505,1.1,2.8,0.379,1.9,3.1,0.619,0.595,0.7,1.1,0.692,1.5,2.9,4.4,0.8,0.9,0.6,0.8,1.8,7.7,,,,,,,,,,23.0,1.6,2.3,69.5,0.3,0.7,43.5,0.1,0.2,60.0,0.0,0.0,0.0,0.3,1.1,28.6,0.8,1.6,46.6,WAS
296,Justin Edwards,21.0,SF,25.0,9.0,23.8,3.1,6.7,0.464,1.4,4.0,0.364,1.7,2.8,0.609,0.571,0.5,0.8,0.632,1.0,2.2,3.2,1.4,0.8,0.3,0.8,2.2,8.2,471.0,425619.0,1955377.0,,,,,425619.0,2.0,21.0,1.2,1.7,67.4,0.2,0.5,50.0,0.1,0.3,28.6,0.2,0.3,71.4,0.5,1.2,38.7,1.0,2.7,35.3,PHI
297,Justin Minaya,25.0,SF,6.0,0.0,3.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.3,0.2,0.5,0.3,0.2,0.0,0.0,0.5,0.0,,,,,,,,,,25.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POR
298,Jusuf Nurkić,30.0,C,29.0,25.0,22.8,3.0,6.6,0.45,0.7,2.4,0.286,2.3,4.2,0.545,0.503,1.8,2.6,0.693,1.9,7.2,9.1,2.3,0.9,0.7,2.2,3.0,8.4,96.0,18125000.0,19375000.0,,,,,37500000.0,2.0,30.0,1.8,2.9,60.5,0.4,1.0,39.3,0.1,0.2,33.3,0.0,0.0,0.0,0.3,0.6,41.2,0.4,1.7,22.9,CHA
299,KJ Martin,24.0,PF,26.0,8.0,20.2,2.6,4.3,0.604,0.3,1.1,0.321,2.2,3.2,0.699,0.644,0.9,1.2,0.774,0.8,2.1,2.9,0.8,0.5,0.7,0.5,2.5,6.4,199.0,7975000.0,8025000.0,,,,,7975000.0,2.0,24.0,1.8,2.8,66.7,0.3,0.4,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,44.4,0.0,0.2,16.7,UTA
300,KJ Simpson,22.0,PG,21.0,2.0,19.2,2.2,7.0,0.318,0.7,3.0,0.219,1.6,4.0,0.393,0.365,1.4,1.7,0.806,1.1,1.6,2.7,2.5,0.7,0.2,1.3,1.6,6.5,,,,,,,,,,22.0,1.0,1.9,55.0,0.4,1.3,29.6,0.1,0.5,10.0,0.1,0.4,28.6,0.1,0.7,14.3,0.6,2.4,24.0,CHA
301,Kai Jones,24.0,C,28.0,0.0,7.4,0.9,1.3,0.722,0.0,0.1,0.0,0.9,1.2,0.765,0.722,0.3,0.4,0.75,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2,,,,,,,,,,24.0,0.9,1.0,89.3,0.0,0.1,33.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC
302,Karl-Anthony Towns,29.0,C,52.0,52.0,35.1,9.0,16.9,0.532,2.1,4.8,0.432,6.9,12.1,0.571,0.593,4.8,5.7,0.837,3.1,10.4,13.5,3.2,1.0,0.8,2.6,3.5,24.8,8.0,49205800.0,53142264.0,57078728.0,61015192.0,,,159426792.0,4.0,29.0,5.2,8.2,62.8,1.3,2.5,53.1,0.4,0.8,45.0,0.1,0.4,23.8,0.2,0.7,31.4,1.8,4.1,43.1,NYK
303,Karlo Matković,23.0,PF,19.0,2.0,14.7,1.8,3.3,0.548,0.3,0.9,0.333,1.5,2.3,0.636,0.597,0.7,0.7,1.0,1.4,2.4,3.8,0.8,0.5,1.2,1.0,2.3,4.6,437.0,1407153.0,1955377.0,2296271.0,,,,3362530.0,3.0,23.0,1.0,1.5,66.7,0.2,0.5,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,40.0,0.1,0.3,16.7,NOP
304,Kawhi Leonard,33.0,SF,16.0,16.0,26.4,6.7,14.6,0.459,1.7,4.5,0.375,5.0,10.1,0.497,0.517,1.8,2.2,0.829,0.6,4.0,4.6,2.8,1.1,0.4,2.1,1.4,16.9,10.0,49205800.0,50000000.0,50300000.0,,,,149505800.0,3.0,33.0,1.9,2.8,66.7,0.8,1.8,46.4,1.4,3.2,43.1,0.9,2.1,45.5,0.5,1.4,36.4,1.2,3.4,35.2,LAC
305,Keaton Wallace,25.0,PG,24.0,3.0,17.3,2.2,5.1,0.423,1.0,2.7,0.354,1.2,2.4,0.5,0.516,0.5,0.5,1.0,0.2,1.3,1.5,2.3,0.9,0.3,1.2,1.3,5.8,,,,,,,,,,25.0,0.6,0.9,65.0,0.3,0.6,50.0,0.3,0.5,50.0,0.1,0.5,20.0,0.3,0.8,31.6,0.8,2.0,38.3,ATL
306,Keegan Murray,24.0,PF,53.0,53.0,35.0,4.7,10.7,0.436,1.8,5.6,0.327,2.8,5.1,0.558,0.522,0.9,1.1,0.821,2.1,4.9,7.0,1.5,0.8,0.9,0.9,2.6,12.0,182.0,8809560.0,11144093.0,,,,,19953653.0,2.0,24.0,1.8,2.5,74.8,0.5,1.4,37.5,0.3,0.8,36.6,0.2,0.4,42.9,0.7,2.2,33.3,1.1,3.4,32.6,SAC
307,Keion Brooks Jr.,24.0,SF,2.0,0.0,5.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,2.0,0.5,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,2.0,,,,,,,,,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,NOP
308,Kel'el Ware,20.0,C,40.0,14.0,19.6,3.6,6.8,0.531,0.6,1.9,0.338,3.0,4.9,0.604,0.577,0.8,1.0,0.732,1.5,4.5,6.0,0.9,0.6,1.0,0.8,1.4,8.6,267.0,4231800.0,4443360.0,4654920.0,7135992.0,,,8675160.0,4.0,20.0,2.4,3.6,66.2,0.4,0.8,43.3,0.1,0.4,35.7,0.0,0.1,0.0,0.2,0.6,33.3,0.5,1.3,37.5,MIA
309,Keldon Johnson,25.0,SF,52.0,0.0,23.3,4.5,9.5,0.472,1.1,3.5,0.317,3.4,6.0,0.562,0.53,1.9,2.5,0.762,1.3,3.1,4.4,1.5,0.6,0.2,0.9,1.5,12.0,92.0,19000000.0,17500000.0,17500000.0,,,,54000000.0,3.0,25.0,2.6,4.4,59.6,0.6,1.3,47.8,0.1,0.2,45.5,0.0,0.0,0.0,0.5,1.7,28.1,0.6,1.8,32.6,SAS
310,Kelly Olynyk,33.0,C,26.0,4.0,16.6,2.5,5.0,0.496,0.8,1.8,0.426,1.7,3.2,0.536,0.573,1.5,1.9,0.796,1.2,3.0,4.1,2.3,0.6,0.3,1.6,2.5,7.3,128.0,12804878.0,13445122.0,,,,,26250000.0,2.0,33.0,1.2,2.0,63.3,0.1,0.6,20.0,0.2,0.3,75.0,0.1,0.2,50.0,0.3,0.6,50.0,0.5,1.4,35.3,NOP
311,Kelly Oubre Jr.,29.0,SF,53.0,50.0,34.8,5.6,12.1,0.463,1.1,4.0,0.28,4.5,8.1,0.555,0.51,2.2,2.8,0.76,1.6,4.7,6.4,1.8,1.5,0.5,1.3,2.9,14.5,197.0,7983000.0,8382150.0,,,,,7983000.0,2.0,29.0,3.4,5.4,62.2,0.8,1.7,47.7,0.2,0.7,23.7,0.1,0.1,80.0,0.5,1.7,31.4,0.6,2.4,26.0,PHI
312,Kenrich Williams,30.0,PF,45.0,1.0,14.4,2.3,4.6,0.5,0.9,2.4,0.396,1.4,2.3,0.608,0.601,0.4,0.4,0.889,0.9,2.3,3.2,1.1,0.6,0.1,0.5,1.5,5.9,214.0,6669000.0,7163000.0,7163000.0,,,,13832000.0,3.0,30.0,1.1,1.6,68.1,0.1,0.2,37.5,0.1,0.3,42.9,0.1,0.2,44.4,0.4,0.9,42.1,0.6,1.5,39.4,OKC
313,Kentavious Caldwell-Pope,31.0,SG,56.0,56.0,30.2,3.0,7.3,0.409,1.4,4.6,0.305,1.6,2.8,0.581,0.504,1.2,1.4,0.868,0.4,1.7,2.1,1.8,1.4,0.5,0.8,1.9,8.6,76.0,22757000.0,21621500.0,21621500.0,,,,44378500.0,3.0,32.0,0.8,1.1,69.4,0.1,0.3,35.7,0.2,0.3,52.6,0.5,0.8,55.6,0.7,2.2,33.9,0.8,2.6,29.6,ORL
314,Keon Ellis,25.0,SG,54.0,11.0,22.4,2.7,5.6,0.479,1.7,3.9,0.439,1.0,1.7,0.57,0.631,0.9,1.1,0.847,0.8,1.8,2.6,1.3,1.4,0.8,0.9,1.8,8.1,361.0,2120693.0,2301587.0,,,,,2120693.0,2.0,25.0,0.7,1.0,73.1,0.2,0.4,40.9,0.0,0.2,22.2,0.1,0.1,60.0,0.8,1.8,45.3,0.9,2.3,41.8,SAC
315,Keon Johnson,22.0,SG,54.0,34.0,23.5,3.7,9.8,0.375,1.4,5.0,0.287,2.3,4.9,0.466,0.448,1.2,1.5,0.783,0.8,2.8,3.6,1.9,1.0,0.4,1.2,2.5,10.0,356.0,2162606.0,2349578.0,,,,,2162606.0,2.0,22.0,1.6,3.0,53.5,0.4,1.1,36.8,0.1,0.4,31.8,0.1,0.1,50.0,0.6,2.3,26.6,0.9,2.9,30.7,BKN
316,Keshad Johnson,23.0,SF,10.0,0.0,5.7,0.7,1.2,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.1,0.6,0.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,462.0,724883.0,1955377.0,,,,,724883.0,2.0,23.0,0.6,0.8,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.2,50.0,MIA
317,Kessler Edwards,24.0,SF,28.0,8.0,11.4,0.9,2.2,0.419,0.3,0.9,0.269,0.7,1.3,0.528,0.476,0.1,0.1,1.0,0.4,1.9,2.4,0.9,0.4,0.4,0.3,1.2,2.2,,,,,,,,,,24.0,0.6,1.0,59.1,0.0,0.1,33.3,0.1,0.2,33.3,0.0,0.0,0.0,0.3,0.8,33.3,0.0,0.3,14.3,DAL
318,Kevin Durant,36.0,PF,44.0,44.0,36.6,9.8,18.4,0.532,2.3,5.8,0.401,7.5,12.6,0.593,0.596,5.0,6.1,0.824,0.4,5.6,6.0,4.2,0.9,1.4,3.0,1.7,26.9,4.0,51179021.0,54708609.0,,,,,105887630.0,2.0,36.0,2.0,2.8,72.3,1.3,2.3,56.3,2.8,5.1,53.7,1.4,2.3,59.2,0.9,2.0,47.0,1.5,4.0,38.3,PHX
319,Kevin Huerter,26.0,SG,48.0,15.0,21.0,2.9,7.4,0.397,1.5,4.9,0.3,1.5,2.5,0.583,0.496,0.5,0.7,0.688,0.5,2.3,2.8,1.8,0.9,0.3,0.9,1.7,7.8,102.0,16830357.0,17991071.0,,,,,34821428.0,2.0,26.0,0.9,1.4,64.1,0.3,0.6,50.0,0.2,0.3,64.3,0.1,0.2,45.5,0.5,1.6,30.7,0.9,3.2,29.3,CHI
320,Kevin Knox,25.0,SF,2.0,0.0,5.0,2.0,3.5,0.571,0.5,1.5,0.333,1.5,2.0,0.75,0.643,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW
